,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,CLEAN_TP9,CLEAN_AF7,CLEAN_AF8,CLEAN_TP10
48:01.5,2.707347231,-4.512068552,4.027919026,-1.114832901,0.232679212,0.061280225,0.051940834,-0.926276426
48:01.5,-0.919026395,-6.123790163,5.639640638,-9.576371363,0.212012524,0.055837283,0.047327422,-0.844004074
48:01.5,-0.919026395,-6.123790163,5.639640638,-9.576371363,0.199322148,0.052495046,0.044494557,-0.793484751
48:01.5,-0.919026395,-6.123790163,5.639640638,-9.576371363,0.192853999,0.050791544,0.043050677,-0.767735595
48:01.5,-0.919026395,-6.123790163,5.639640638,-9.576371363,0.185219527,0.048780869,0.041346438,-0.737343403
48:01.5,-0.919026395,-6.123790163,5.639640638,-9.576371363,0.176897608,0.046589143,0.039488741,-0.704214538
48:01.5,-0.516095992,-5.317929358,2.416197414,-7.158788945,0.170424572,0.044884354,0.03804377,-0.678445928
48:01.5,-3.336608813,-7.332581372,3.624988623,-4.338276125,0.164179693,0.043239653,0.036649729,-0.653585587
48:01.5,9.154233678,-6.123790163,4.430849429,-13.60567539,0.164895506,0.043428175,0.03680952,-0.656435177
48:01.5,-2.93367841,-7.735511775,1.610336608,-21.66428345,0.173074712,0.045582315,0.038635359,-0.688995912
48:01.5,-6.157121633,-6.526720566,4.430849429,-16.02325781,0.184168251,0.048503997,0.041111762,-0.733158359
48:01.5,-2.127817604,-4.914998955,8.057223055,-23.27600506,0.199810095,0.052623556,0.044603481,-0.795427228
48:01.5,-11.39521687,-8.541372581,4.430849429,-26.49944829,0.208423479,0.054892044,0.046526242,-0.829716388
48:01.5,-20.66261614,-8.138442178,5.236710235,-5.949997736,0.208494741,0.054910812,0.046542149,-0.830000074
48:01.5,-11.39521687,-7.332581372,4.027919026,12.9877312,0.206753068,0.054452112,0.046153357,-0.823066622
48:01.5,-9.783495259,-4.512068552,2.416197414,-11.18809297,0.19985297,0.052634848,0.044613052,-0.795597908
48:01.5,-27.91536339,-4.109138149,6.042571041,-9.576371363,0.193548931,0.050974567,0.043205806,-0.770502061
48:01.5,-19.45382493,-6.123790163,6.445501444,10.57014878,0.18834472,0.049603945,0.042044073,-0.749784531
48:01.5,-3.739539216,-4.109138149,6.848431847,3.720331934,0.178398306,0.046984379,0.039823741,-0.710188694
48:01.5,-5.351260827,-2.497416537,10.47480547,15.80824402,0.164857272,0.043418106,0.036800985,-0.656282973
48:01.5,4.721999246,0.323096284,12.48945749,6.137914352,0.157838663,0.04156963,0.035234225,-0.628342477
48:01.5,6.736651261,1.128957089,8.460153458,-17.23204902,0.157421452,0.04145975,0.035141092,-0.626681598
48:01.6,-3.336608813,-1.288625328,6.042571041,-8.367580154,0.15945922,0.041996433,0.035595981,-0.63479378
48:01.6,-0.919026395,-0.079834119,9.266014264,10.16721838,0.166463212,0.043841059,0.037159478,-0.662676086
48:01.6,7.139581664,-0.885694925,10.07187507,6.137914352,0.170972595,0.045028685,0.038166105,-0.680627559
48:01.6,6.333720858,-1.288625328,9.668944667,-5.144136931,0.172491245,0.045428649,0.038505112,-0.686673178
48:01.6,-4.545400021,-4.914998955,7.654292652,-1.114832901,0.176802125,0.046563996,0.039467427,-0.70383443
48:01.6,0.289764814,-4.512068552,10.07187507,-4.741206528,0.182238526,0.047995769,0.040680991,-0.725476285
48:01.6,6.736651261,-2.094486134,9.266014264,-10.38223217,0.18215384,0.047973466,0.040662087,-0.72513916
48:01.6,5.930790455,-2.497416537,8.863083861,2.914471128,0.176514005,0.046488115,0.03940311,-0.70268745
48:01.6,-0.919026395,-0.885694925,9.668944667,-5.547067333,0.167244612,0.044046854,0.037333909,-0.665786772
48:01.6,-7.768843245,-4.914998955,7.654292652,-8.367580154,0.152581829,0.040185149,0.034060745,-0.607415463
48:01.6,-0.919026395,-0.885694925,9.668944667,-5.547067333,0.137725687,0.036272519,0.030744418,-0.548274407
48:01.6,-0.919026395,-0.885694925,9.668944667,-5.547067333,0.122744476,0.032326949,0.027400172,-0.488635464
48:01.6,-0.919026395,-0.885694925,9.668944667,-5.547067333,0.103460677,0.027248217,0.023095462,-0.411868279
48:01.6,-0.919026395,-0.885694925,9.668944667,-5.547067333,0.080861938,0.021296435,0.018050759,-0.321904591
48:01.6,-0.919026395,-0.885694925,9.668944667,-5.547067333,0.05762833,0.015177449,0.012864336,-0.229413546
48:01.6,6.333720858,-6.123790163,9.668944667,2.511540725,0.033429368,0.008804221,0.007462417,-0.13307951
48:01.6,11.16888569,-5.72085976,10.87773588,-16.82911861,0.007564664,0.001992289,0.001688655,-0.030114292
48:01.6,-2.93367841,-6.123790163,10.87773588,-14.00860579,-0.019428539,-0.005116853,-0.00433702,0.077343383
48:01.6,-5.351260827,-4.914998955,10.47480547,-9.979301766,-0.050385862,-0.013270016,-0.011247604,0.20058189
48:01.6,-15.4245209,-9.75016379,7.251362249,-21.66428345,-0.085504599,-0.022519163,-0.019087138,0.340386638
48:01.6,-10.58935606,-10.15309419,3.22205822,-21.66428345,-0.123006935,-0.032396072,-0.02745876,0.489680289
48:01.6,-0.516095992,-8.138442178,2.416197414,-11.99395378,-0.163593744,-0.043085333,-0.036518928,0.651252971
48:01.6,-1.724887201,-5.317929358,5.639640638,-7.158788945,-0.200537114,-0.052815029,-0.044765774,0.798321431
48:01.6,-10.18642566,-4.512068552,6.042571041,-0.308972095,-0.233054245,-0.061378996,-0.052024552,0.9277694
48:01.6,-2.93367841,-6.123790163,5.236710235,-9.17344096,-0.264876123,-0.069759856,-0.05912813,1.054449629
48:01.6,16.40698093,-6.526720566,5.639640638,-11.18809297,-0.294083805,-0.077452221,-0.065648142,1.170722962
48:01.6,5.930790455,-6.929650969,5.236710235,6.943775157,-0.324217962,-0.085388589,-0.072374971,1.290684511
48:01.6,-5.75419123,-4.109138149,6.848431847,-10.78516257,-0.355560013,-0.093643077,-0.079371437,1.415454588
48:01.6,-17.84210332,-5.72085976,8.057223055,-30.52875231,-0.384644748,-0.101303062,-0.085864004,1.531238477
48:01.6,-20.25968574,-9.347233387,5.236710235,-20.05256184,-0.41218171,-0.108555412,-0.092011063,1.640860813
48:01.6,-5.351260827,-6.929650969,5.639640638,-11.99395378,-0.443694417,-0.116854846,-0.099045625,1.766310259
48:01.6,-3.739539216,-8.138442178,4.430849429,-1.517763304,-0.479196229,-0.126204882,-0.106970672,1.907639993
48:01.6,1.901486426,-6.929650969,3.22205822,-1.114832901,-0.516480485,-0.136024357,-0.115293613,2.056065488
48:01.7,-3.336608813,-4.512068552,4.833779832,-5.949997736,-0.556910955,-0.146672443,-0.124318881,2.217015798
48:01.7,-2.127817604,-2.90034694,6.042571041,-3.532415319,-0.596338311,-0.157056341,-0.133120225,2.373972795
48:01.7,-0.113165589,-1.288625328,4.027919026,3.317401531,-0.634494386,-0.167105425,-0.141637782,2.525868931
48:01.7,2.304416828,-2.90034694,4.027919026,-0.308972095,-0.674566145,-0.177659038,-0.150582975,2.685391242
48:01.7,2.304416828,-2.90034694,3.624988623,-8.367580154,-0.715626553,-0.188473029,-0.159748864,2.84884928
48:01.7,-17.84210332,-2.90034694,-0.404315406,-7.158788945,-0.749118476,-0.197293725,-0.167225245,2.982177818
48:01.7,-20.66261614,-3.706207746,1.207406206,-14.00860579,-0.774514757,-0.203982289,-0.172894441,3.083278281
48:01.7,-16.23038171,-5.72085976,2.013267011,-14.00860579,-0.79515541,-0.209418374,-0.177502041,3.16544699
48:01.7,-20.66261614,-3.706207746,1.207406206,-14.00860579,-0.808638639,-0.212969423,-0.180511893,3.219122593
48:01.7,-20.66261614,-3.706207746,1.207406206,-14.00860579,-0.820629373,-0.216127397,-0.183188577,3.266856701
48:01.7,-20.66261614,-3.706207746,1.207406206,-14.00860579,-0.8312543,-0.218925661,-0.185560373,3.309153644
48:01.7,-20.66261614,-3.706207746,1.207406206,-14.00860579,-0.835497683,-0.220043231,-0.186507621,3.326046196
48:01.7,-20.66261614,-3.706207746,1.207406206,-14.00860579,-0.834395362,-0.219752916,-0.18626155,3.32165795
48:01.7,4.721999246,-3.706207746,4.430849429,0.899819113,-0.832945067,-0.219370954,-0.185937802,3.315884446
48:01.7,11.5718161,-0.482764522,9.266014264,3.720331934,-0.830849727,-0.218819109,-0.185470061,3.307543073
48:01.7,-9.380564857,-5.72085976,3.22205822,-14.4115362,-0.826273849,-0.21761397,-0.18444859,3.289326887
48:01.7,-6.157121633,-9.347233387,0.804475803,-13.60567539,-0.820309763,-0.216043221,-0.183117231,3.265584359
48:01.7,7.139581664,-5.72085976,4.027919026,8.152566366,-0.808489873,-0.212930242,-0.180478684,3.218530368
48:01.7,-0.113165589,-2.497416537,6.848431847,0.093958308,-0.790448361,-0.208178688,-0.176451289,3.146708625
48:01.7,-22.27433775,-2.90034694,6.848431847,-14.4115362,-0.769205577,-0.202584022,-0.171709276,3.062142882
48:01.7,-8.977634454,-3.303277343,2.819127817,-1.517763304,-0.743659805,-0.195856087,-0.166006709,2.960447308
48:01.7,12.3776769,-3.303277343,3.22205822,10.16721838,-0.720947851,-0.189874488,-0.160936734,2.870032923
48:01.7,10.76595529,-5.72085976,7.251362249,-1.920693707,-0.702007063,-0.184886093,-0.156708594,2.794631236
48:01.7,-3.336608813,-4.512068552,6.848431847,-17.63497942,-0.68260129,-0.179775236,-0.152376655,2.717378479
48:01.7,-16.63331211,-4.109138149,5.236710235,-23.67893546,-0.664781973,-0.175082201,-0.148398861,2.646441274
48:01.7,-6.962982439,-7.735511775,2.819127817,-16.02325781,-0.645013956,-0.169875941,-0.143986059,2.567746457
48:01.7,-3.336608813,-6.123790163,2.013267011,-9.576371363,-0.622957246,-0.164066913,-0.139062353,2.479940543
48:01.7,-9.783495259,-4.914998955,0.4015454,-1.114832901,-0.602183496,-0.158595775,-0.134425042,2.397241987
48:01.7,-15.8274513,-5.72085976,1.207406206,-2.32362411,-0.581968355,-0.153271756,-0.129912429,2.316767205
48:01.8,-11.39521687,-5.317929358,2.819127817,-0.711902498,-0.555923296,-0.146412325,-0.124098407,2.213084013
48:01.8,-7.768843245,-6.929650969,3.624988623,-6.352928139,-0.523964669,-0.13799545,-0.116964303,2.085859397
48:01.8,5.527860052,-7.332581372,3.624988623,-5.949997736,-0.488690556,-0.128705383,-0.109090084,1.945436111
48:01.8,18.01870254,-0.885694925,0.804475803,8.152566366,-0.448493866,-0.118118867,-0.100117003,1.785416461
48:01.8,7.139581664,2.740678701,-0.001385003,-4.741206528,-0.408020467,-0.107459474,-0.091082151,1.624295254
48:01.8,19.63042415,1.934817895,-1.210176212,-9.979301766,-0.367557513,-0.096802833,-0.082049632,1.463215629
48:01.8,32.12126665,3.143609104,-0.404315406,-6.352928139,-0.323450361,-0.085186427,-0.07220362,1.287628756
48:01.8,7.542512067,0.726026686,-0.807245809,-6.352928139,-0.276716939,-0.072878346,-0.061771348,1.101586924
48:01.8,-9.783495259,-1.691555731,-2.821897824,4.52619274,-0.243275856,-0.06407104,-0.054306316,0.968460775
48:01.8,-0.113165589,-2.497416537,-2.418967421,-12.39688418,-0.224333416,-0.05908221,-0.050077807,0.893052511
48:01.8,-9.783495259,-1.691555731,-2.821897824,4.52619274,-0.213150356,-0.056136952,-0.04758142,0.848533689
48:01.8,-9.783495259,-1.691555731,-2.821897824,4.52619274,-0.214236732,-0.056423068,-0.047823931,0.852858461
48:01.8,-9.783495259,-1.691555731,-2.821897824,4.52619274,-0.217567928,-0.057300398,-0.048567551,0.866119674
48:01.8,-9.783495259,-1.691555731,-2.821897824,4.52619274,-0.22284787,-0.058690965,-0.049746189,0.887138678
48:01.8,-9.783495259,-1.691555731,-2.821897824,4.52619274,-0.239183365,-0.062993209,-0.053392752,0.952168915
48:01.8,1.498556023,-5.317929358,-2.821897824,-17.23204902,-0.264736128,-0.069722986,-0.059096879,1.053892321
48:01.8,1.498556023,-0.885694925,-0.807245809,-1.517763304,-0.289363603,-0.076209071,-0.064594455,1.151932232
48:01.8,3.110277634,1.531887492,-0.404315406,-2.32362411,-0.31351635,-0.082570128,-0.069986057,1.248082291
48:01.8,1.901486426,0.726026686,-1.210176212,3.720331934,-0.341062408,-0.089824874,-0.076135146,1.357740838
48:01.8,3.110277634,0.726026686,0.4015454,18.62875684,-0.369724953,-0.097373667,-0.082533468,1.471844028
48:01.8,7.542512067,-0.079834119,0.4015454,30.31373853,-0.408205084,-0.107508097,-0.091123364,1.625030201
48:01.8,22.45093698,-0.482764522,1.610336608,8.958427172,-0.457206491,-0.120413492,-0.102061917,1.820100692
48:01.8,29.70368423,1.128957089,0.804475803,-13.20274499,-0.51069365,-0.13450029,-0.114001821,2.033028583
48:01.8,20.43628496,4.352400313,4.833779832,-8.367580154,-0.570784624,-0.150326321,-0.127415892,2.272245713
48:01.8,5.930790455,-1.288625328,3.624988623,-17.23204902,-0.625195207,-0.16465632,-0.139561932,2.488849679
48:01.8,-0.113165589,-3.303277343,0.4015454,3.317401531,-0.672206953,-0.177037702,-0.150056334,2.675999495
48:01.8,6.736651261,-0.885694925,2.819127817,11.77893999,-0.719260495,-0.189430093,-0.160560067,2.863315699
48:01.8,-1.724887201,-1.288625328,-3.224828227,0.093958308,-0.762790442,-0.200894481,-0.170277229,3.036604767
48:01.8,1.498556023,-2.90034694,-3.62775863,-1.517763304,-0.808671399,-0.21297805,-0.180519206,3.219253007
48:01.9,-2.127817604,-3.303277343,-1.210176212,1.302749516,-0.857484387,-0.225833823,-0.191415699,3.413573421
48:01.9,-4.948330424,-1.691555731,-0.404315406,19.03168725,-0.903142142,-0.237858607,-0.201607851,3.595333113
48:01.9,6.736651261,-1.691555731,2.416197414,18.22582644,-0.946834669,-0.249365814,-0.211361306,3.769269398
48:01.9,10.76595529,-0.885694925,5.236710235,4.52619274,-0.999868122,-0.263333121,-0.22319993,3.980391128
48:01.9,16.00405053,-3.706207746,3.624988623,2.914471128,-1.062402777,-0.279802739,-0.237159502,4.229336344
48:01.9,17.61577214,-5.72085976,3.22205822,14.59945281,-1.129764796,-0.297543729,-0.252196683,4.497498889
48:01.9,10.76595529,-2.497416537,2.819127817,7.34670556,-1.204793281,-0.31730382,-0.268945244,4.796180996
48:01.9,3.110277634,-3.706207746,-0.404315406,-3.129484916,-1.279310195,-0.33692918,-0.285579608,5.092826579
48:01.9,4.721999246,-2.90034694,1.610336608,-1.114832901,-1.352788254,-0.356280939,-0.301982069,5.385336568
48:01.9,9.154233678,-3.706207746,2.416197414,-4.338276125,-1.431660586,-0.377053376,-0.31958869,5.699320709
48:01.9,-1.724887201,-8.138442178,-1.613106615,5.734983949,-1.514123371,-0.398771422,-0.337996805,6.027598138
48:01.9,3.91613844,-4.512068552,-0.807245809,21.44926966,-1.574940064,-0.414788584,-0.351572877,6.26970429
48:01.9,-1.724887201,-8.138442178,-1.613106615,5.734983949,-1.612266002,-0.424619036,-0.359905123,6.41829572
48:01.9,-1.724887201,-8.138442178,-1.613106615,5.734983949,-1.636644877,-0.431039648,-0.365347204,6.515345976
48:01.9,-1.724887201,-8.138442178,-1.613106615,5.734983949,-1.640942126,-0.432171406,-0.366306476,6.532452965
48:01.9,-1.724887201,-8.138442178,-1.613106615,5.734983949,-1.641190811,-0.432236901,-0.36636199,6.533442957
48:01.9,-1.724887201,-8.138442178,-1.613106615,5.734983949,-1.637847294,-0.431356326,-0.365615618,6.520132698
48:01.9,9.960094484,-4.914998955,0.4015454,26.2844345,-1.616418978,-0.425712797,-0.360832189,6.434828371
48:01.9,4.319068843,-6.929650969,1.610336608,0.496888711,-1.579847257,-0.416080981,-0.352668307,6.289239413
48:01.9,1.09562562,-7.332581372,-0.404315406,-11.59102338,-1.543945648,-0.406625651,-0.344654013,6.146318121
48:01.9,5.527860052,-6.929650969,-2.418967421,2.511540725,-1.507971842,-0.397151307,-0.336623603,6.003109416
48:01.9,18.01870254,-4.512068552,-0.001385003,10.57014878,-1.46593865,-0.386081116,-0.32724056,5.835778807
48:01.9,16.80991133,-3.706207746,-0.404315406,12.1818704,-1.421381159,-0.374346105,-0.31729402,5.658399172
48:01.9,2.304416828,-4.512068552,-0.807245809,4.52619274,-1.360637984,-0.358348305,-0.303734359,5.416585687
48:01.9,-7.365912842,-7.735511775,-1.613106615,-9.576371363,-1.282604152,-0.337796702,-0.286314916,5.105939546
48:01.9,-1.321956798,-11.3618854,-2.418967421,-7.964649751,-1.196716174,-0.31517657,-0.267142197,4.76402671
48:01.9,1.498556023,-10.15309419,0.4015454,8.958427172,-1.099642542,-0.289610496,-0.245472511,4.377584721
48:01.9,7.139581664,-8.541372581,2.819127817,6.137914352,-1.011006018,-0.266266485,-0.225686236,4.024730157
48:01.9,13.58646811,-8.138442178,4.027919026,6.540844754,-0.933524669,-0.245860388,-0.208390123,3.716283405
48:01.9,-8.977634454,-7.332581372,3.22205822,22.25513047,-0.855346838,-0.225270861,-0.190938535,3.405064015
48:02.0,-3.739539216,-6.526720566,2.416197414,13.79359201,-0.782158373,-0.205995372,-0.17460072,3.113706875
48:02.0,13.58646811,-5.72085976,2.416197414,0.496888711,-0.704523269,-0.185548781,-0.157270285,2.80464804
48:02.0,-0.113165589,-4.914998955,1.610336608,1.705679919,-0.621510944,-0.163686003,-0.138739496,2.474182935
48:02.0,-3.739539216,-3.303277343,2.819127817,-4.741206528,-0.542858351,-0.142971439,-0.121181927,2.161073562
48:02.0,9.154233678,-2.497416537,5.236710235,0.496888711,-0.466649517,-0.122900482,-0.104169877,1.857692587
48:02.0,6.736651261,-2.497416537,5.639640638,34.34304256,-0.37490237,-0.098737233,-0.08368922,1.49245489
48:02.0,2.707347231,-1.691555731,5.639640638,8.958427172,-0.267363947,-0.070415069,-0.059683485,1.064353446
48:02.0,-0.113165589,0.323096284,6.445501444,-17.63497942,-0.151447819,-0.039886487,-0.033807601,0.602901065
48:02.0,1.498556023,1.531887492,6.848431847,-17.63497942,-0.022636465,-0.005961717,-0.005053124,0.090113869
48:02.0,-2.127817604,-1.691555731,2.819127817,-24.48479627,0.106054556,0.027931361,0.023674492,-0.422194291
48:02.0,5.930790455,-5.317929358,-1.210176212,2.511540725,0.233792409,0.061573405,0.052189332,-0.930707968
48:02.0,18.42163295,-5.317929358,-0.807245809,5.734983949,0.37081757,0.097661428,0.082777372,-1.476193644
48:02.0,-3.336608813,-7.332581372,-2.016037018,-4.338276125,0.514262993,0.135440341,0.114798604,-2.04723784
48:02.0,18.42163295,-5.317929358,-0.807245809,5.734983949,0.635183721,0.167286973,0.141791661,-2.528613113
48:02.0,18.42163295,-5.317929358,-0.807245809,5.734983949,0.731801788,0.192733066,0.163359652,-2.913241535
48:02.0,18.42163295,-5.317929358,-0.807245809,5.734983949,0.815659443,0.214818477,0.182079143,-3.247071825
48:02.0,18.42163295,-5.317929358,-0.807245809,5.734983949,0.878672954,0.23141421,0.196145609,-3.497923329
48:02.0,18.42163295,-5.317929358,-0.807245809,5.734983949,0.939947322,0.247551909,0.209823848,-3.741851449
48:02.0,-8.977634454,-9.347233387,-2.821897824,14.19652241,0.999997167,0.263367107,0.223228737,-3.980904842
48:02.0,-8.171773648,-8.944302984,0.4015454,10.57014878,1.04196454,0.274419964,0.232597087,-4.147973434
48:02.0,-7.365912842,-8.138442178,3.22205822,-5.547067333,1.069399331,0.281645406,0.238721338,-4.257189035
48:02.0,-4.142469618,-9.347233387,2.013267011,-3.129484916,1.099439728,0.289557081,0.245427237,-4.376777339
48:02.0,-2.93367841,-7.735511775,2.416197414,-16.42618821,1.13116546,0.297912619,0.252509352,-4.503074816
48:02.0,0.289764814,-8.541372581,0.804475803,-20.85842264,1.158342741,0.305070241,0.25857612,-4.611265292
48:02.0,-7.365912842,-12.97360701,0.4015454,9.361357575,1.184779649,0.312032873,0.264477614,-4.716508405
48:02.0,8.751303275,-17.00291104,0.4015454,9.764287978,1.195356317,0.314818427,0.266838637,-4.758613233
48:02.0,13.98939851,-16.59998064,-2.418967421,-16.82911861,1.18889593,0.313116969,0.265396489,-4.732894974
48:02.0,-4.948330424,-10.15309419,-2.821897824,-18.03790982,1.175760068,0.309657405,0.262464178,-4.680602209
48:02.1,-8.977634454,-10.5560246,-5.239480241,-9.17344096,1.152274577,0.303472082,0.257221527,-4.587108439
48:02.1,-9.783495259,-9.75016379,-4.836549838,4.52619274,1.142015341,0.300770129,0.254931364,-4.546267282
48:02.1,-9.380564857,-6.929650969,-3.224828227,-22.47014426,1.148168299,0.30239062,0.256304885,-4.570761693
48:02.1,0.692695217,-5.72085976,-0.404315406,-43.82545561,1.156759895,0.304653371,0.258222782,-4.604964114
48:02.1,11.5718161,-4.512068552,-0.001385003,-30.52875231,1.174618429,0.309356734,0.262209331,-4.676057442
48:02.1,5.124929649,-4.109138149,-2.016037018,-29.31996111,1.19023742,0.313470274,0.265695949,-4.738235333
48:02.1,-0.516095992,-2.497416537,-1.613106615,-26.09651788,1.202550573,0.316713163,0.268444606,-4.787252965
48:02.1,3.91613844,-2.90034694,0.4015454,-17.63497942,1.223354651,0.322192289,0.273088687,-4.870072253
48:02.1,14.79525932,-1.288625328,6.042571041,1.705679919,1.250339594,0.329299255,0.279112519,-4.977497049
48:02.1,20.43628496,1.128957089,8.057223055,-18.84377063,1.262386664,0.332472066,0.281801779,-5.025455422
48:02.1,2.304416828,0.726026686,1.610336608,-34.15512594,1.259267293,0.331650524,0.281105444,-5.013037468
48:02.1,2.304416828,-2.094486134,0.4015454,-9.576371363,1.24967567,0.329124399,0.278964312,-4.974854021
48:02.1,-0.919026395,-6.526720566,5.639640638,-7.561719348,1.2283413,0.323505612,0.274201854,-4.889923685
48:02.1,-10.18642566,-7.735511775,11.68359668,-7.561719348,1.210696208,0.318858462,0.270262951,-4.819680051
48:02.1,-1.321956798,-10.15309419,11.68359668,-20.05256184,1.197753149,0.315449676,0.26737368,-4.76815482
48:02.1,3.110277634,-9.347233387,10.47480547,-3.129484916,1.177468057,0.310107235,0.262845452,-4.687401569
48:02.1,-1.321956798,-10.15309419,11.68359668,-20.05256184,1.153268699,0.303733902,0.257443444,-4.591065955
48:02.1,-1.321956798,-10.15309419,11.68359668,-20.05256184,1.130360289,0.297700563,0.252329614,-4.499869499
48:02.1,-1.321956798,-10.15309419,11.68359668,-20.05256184,1.107898968,0.291784973,0.247315588,-4.410452863
48:02.1,-1.321956798,-10.15309419,11.68359668,-20.05256184,1.085858168,0.285980135,0.242395434,-4.322710286
48:02.1,-1.321956798,-10.15309419,11.68359668,-20.05256184,1.065372838,0.280584958,0.237822507,-4.241159907
48:02.1,-8.171773648,-5.317929358,10.47480547,10.16721838,1.040520074,0.274039539,0.23227464,-4.142223139
48:02.1,-3.336608813,-4.512068552,10.47480547,11.77893999,1.011291247,0.266341605,0.225749907,-4.025865628
48:02.1,13.58646811,-2.90034694,9.266014264,-3.935345722,0.981587313,0.258518544,0.219119117,-3.90761676
48:02.1,16.00405053,-3.303277343,5.236710235,-30.93168272,0.950194322,0.250250639,0.212111279,-3.782643897
48:02.1,-0.516095992,-11.3618854,1.207406206,-20.45549224,0.917685913,0.241688969,0.204854448,-3.653230647
48:02.1,-2.530748007,-10.5560246,2.416197414,2.511540725,0.884523515,0.23295506,0.197451626,-3.521213922
48:02.1,2.304416828,-6.929650969,6.042571041,4.929123143,0.849601027,0.223757599,0.189655901,-3.382190425
48:02.1,-2.93367841,-9.347233387,10.47480547,-3.532415319,0.813172962,0.214163618,0.181524087,-3.237173355
48:02.1,-0.516095992,-11.3618854,10.47480547,-14.4115362,0.776019827,0.204378676,0.173230417,-3.08926984
48:02.1,2.707347231,-11.7648158,8.057223055,-0.308972095,0.738077822,0.194385972,0.164760647,-2.938225899
48:02.1,-0.113165589,-8.944302984,9.668944667,25.07564329,0.699203242,0.184147657,0.156082699,-2.78346946
48:02.1,1.498556023,-4.512068552,13.29531829,0.496888711,0.659575734,0.173711045,0.147236675,-2.625715673
48:02.1,9.557164081,-2.497416537,12.48945749,-16.02325781,0.611165124,0.160961247,0.136430005,-2.432997095
48:02.1,1.901486426,-3.303277343,10.07187507,-6.755858542,0.553204035,0.145696159,0.123491388,-2.20225886
48:02.1,-6.962982439,-4.109138149,8.863083861,-3.129484916,0.489618502,0.128949774,0.109297229,-1.949130188
48:02.1,-0.919026395,-7.735511775,9.266014264,2.914471128,0.418128888,0.110121708,0.093338648,-1.66453603
48:02.1,11.5718161,-6.526720566,10.47480547,7.34670556,0.343313295,0.090417685,0.07663761,-1.366701429
48:02.1,5.527860052,-3.303277343,12.08652708,-9.979301766,0.265409679,0.069900377,0.059247235,-1.056573669
48:02.1,-20.25968574,-6.929650969,9.668944667,-17.23204902,0.180086957,0.047429115,0.040200698,-0.716911072
48:02.1,-21.46847694,-8.944302984,6.445501444,-5.547067333,0.088215412,0.023233104,0.019692271,-0.351178156
48:02.2,-10.18642566,-9.347233387,6.042571041,-1.114832901,-0.004585462,-0.001207663,-0.00102361,0.018254341
48:02.2,-8.574704051,-9.347233387,8.057223055,-2.32362411,-0.098445835,-0.025927468,-0.021976002,0.391904613
48:02.2,-6.560052036,-11.3618854,9.266014264,-5.949997736,-0.195563655,-0.05150518,-0.043655551,0.778522508
48:02.2,0.692695217,-10.5560246,8.057223055,6.540844754,-0.294621776,-0.077593905,-0.065768233,1.172864577
48:02.2,3.110277634,-7.735511775,6.848431847,4.123262337,-0.400153019,-0.105387442,-0.089325906,1.592975606
48:02.2,0.289764814,-4.914998955,4.833779832,-5.547067333,-0.512495774,-0.134974912,-0.114404108,2.04020269
48:02.2,3.110277634,-7.735511775,6.848431847,4.123262337,-0.628362584,-0.165490505,-0.140268983,2.501458742
48:02.2,3.110277634,-7.735511775,6.848431847,4.123262337,-0.748819996,-0.197215115,-0.167158615,2.980989594
48:02.2,3.110277634,-7.735511775,6.848431847,4.123262337,-0.844989014,-0.222542943,-0.188626365,3.36383039
48:02.2,3.110277634,-7.735511775,6.848431847,4.123262337,-0.913598029,-0.240612352,-0.203941912,3.636957123
48:02.2,3.110277634,-7.735511775,6.848431847,4.123262337,-0.9689628,-0.255193653,-0.216300955,3.857359632
48:02.2,-10.58935606,-1.288625328,8.460153458,8.958427172,-1.002632666,-0.264061213,-0.223817058,3.991396544
48:02.2,-5.351260827,-3.303277343,12.48945749,4.52619274,-1.030429715,-0.271382062,-0.230022175,4.102054264
48:02.2,-1.321956798,-6.526720566,9.668944667,-13.20274499,-1.053031294,-0.277334592,-0.235067512,4.192029255
48:02.2,-6.157121633,-6.526720566,9.668944667,-14.00860579,-1.054805846,-0.277801952,-0.235463644,4.199093598
48:02.2,-2.530748007,-5.317929358,11.28066628,4.929123143,-1.038583795,-0.273529585,-0.231842405,4.134514972
48:02.2,7.945442469,-2.497416537,11.28066628,8.152566366,-1.026347297,-0.270306885,-0.22911086,4.085802502
48:02.2,26.480241,-2.497416537,10.07187507,-1.517763304,-1.017616119,-0.268007373,-0.227161805,4.051044415
48:02.2,13.98939851,-4.914998955,7.654292652,-12.79981459,-1.003274704,-0.264230305,-0.223960379,3.993952445
48:02.2,-11.39521687,-4.512068552,7.251362249,-7.158788945,-0.988412251,-0.260316013,-0.220642643,3.934786265
48:02.2,-5.75419123,-4.512068552,9.266014264,17.41996563,-0.955427171,-0.251628803,-0.213279405,3.803475427
48:02.2,3.110277634,-6.123790163,8.057223055,9.361357575,-0.902829094,-0.23777616,-0.201537969,3.594086893
48:02.3,11.9747465,-4.914998955,7.654292652,-4.338276125,-0.843277834,-0.222092273,-0.188244379,3.357018322
48:02.3,11.9747465,-1.691555731,8.863083861,1.302749516,-0.772519191,-0.203456721,-0.172448972,3.075334101
48:02.3,-2.93367841,-5.72085976,9.266014264,3.317401531,-0.708891695,-0.186699284,-0.158245446,2.822038376
48:02.3,-0.113165589,-6.123790163,8.863083861,-1.114832901,-0.655342148,-0.172596055,-0.146291614,2.608862124
